cell_line,reported_sex,"XIST_expression (log thresholds = 6,8)",XIST_expression_category,"DDX3Y_expression (log thresholds = 6,7)",DDX3Y_expression_category,"EIF1AY_expression (log thresholds = 5,6)",EIF1AY_expression_category,"KDM5D_expression (log thresholds = 5,6)",KDM5D_expression_category,"NLGN4Y_expression (log thresholds = 4,5)",NLGN4Y_expression_category,"RPS4Y1_expression (log thresholds = 6,8)",RPS4Y1_expression_category,"TMSB4Y_expression (log thresholds = 2.5,3)",TMSB4Y_expression_category,"USP9Y_expression (log thresholds = 4,5)",USP9Y_expression_category,"UTY_expression (log thresholds = 4,5)",UTY_expression_category,"ZFY_expression (log thresholds = 4,5)",ZFY_expression_category
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,46,male_range,7617,high_expression,4292,high_expression,1,female_range,0,female_range,442,intermediate_expression,529,high_expression,10,female_range,2809,high_expression,1123,high_expression
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,46,male_range,2901,high_expression,3297,high_expression,12,female_range,0,female_range,27,female_range,71,high_expression,1132,high_expression,802,high_expression,720,high_expression
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,46,male_range,13,female_range,0,female_range,10,female_range,0,female_range,51,female_range,0,female_range,8,female_range,5,female_range,1,female_range
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,47,male_range,14,female_range,6,female_range,5,female_range,0,female_range,35,female_range,0,female_range,4,female_range,0,female_range,2,female_range
KNS42_CENTRAL_NERVOUS_SYSTEM,male,30,male_range,31,female_range,12,female_range,13,female_range,16,female_range,87,female_range,0,female_range,60,intermediate_expression,2,female_range,10,female_range
KNS60_CENTRAL_NERVOUS_SYSTEM,male,38,male_range,15,female_range,2,female_range,4,female_range,1,female_range,28,female_range,0,female_range,7,female_range,1,female_range,2,female_range
KNS62_LUNG,male,70,male_range,59,female_range,17,female_range,11,female_range,2,female_range,95,female_range,4,female_range,28,female_range,13,female_range,7,female_range
KNS81_CENTRAL_NERVOUS_SYSTEM,male,53,male_range,13788,high_expression,4436,high_expression,4409,high_expression,2851,high_expression,34736,high_expression,74,high_expression,9953,high_expression,2183,high_expression,2202,high_expression
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,29,male_range,13813,high_expression,5744,high_expression,17856,high_expression,8,female_range,46116,high_expression,285,high_expression,6053,high_expression,4501,high_expression,2863,high_expression
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,18862,high_expression,35,female_range,5,female_range,4,female_range,0,female_range,42,female_range,4,female_range,0,female_range,1,female_range,1,female_range
KP2_PANCREAS,female,49512,high_expression,29,female_range,5,female_range,3,female_range,0,female_range,10,female_range,1,female_range,2,female_range,4,female_range,4,female_range
KP3_PANCREAS,male,70,male_range,14,female_range,0,female_range,4,female_range,2,female_range,29,female_range,0,female_range,5,female_range,3,female_range,2,female_range
KP4_PANCREAS,male,31,male_range,17,female_range,6,female_range,4,female_range,2,female_range,39,female_range,0,female_range,3,female_range,4,female_range,2,female_range
KPL1_BREAST,female,61,male_range,37,female_range,10,female_range,7,female_range,4,female_range,50,female_range,1,female_range,7,female_range,2,female_range,0,female_range
KPMRTRY_SOFT_TISSUE,NA,18,male_range,10062,high_expression,879,high_expression,2920,high_expression,660,high_expression,18796,high_expression,54,high_expression,4551,high_expression,1088,high_expression,1401,high_expression
KPNRTBM1_AUTONOMIC_GANGLIA,NA,3910,high_expression,18,female_range,2,female_range,14,female_range,2,female_range,42,female_range,1,female_range,7,female_range,6,female_range,6,female_range
KPNSI9S_AUTONOMIC_GANGLIA,NA,41,male_range,20816,high_expression,6888,high_expression,12024,high_expression,4846,high_expression,80251,high_expression,312,high_expression,6587,high_expression,1790,high_expression,3038,high_expression
KPNYN_AUTONOMIC_GANGLIA,male,62,male_range,12062,high_expression,3887,high_expression,4453,high_expression,5071,high_expression,43637,high_expression,379,high_expression,6754,high_expression,1947,high_expression,1989,high_expression
KS1_CENTRAL_NERVOUS_SYSTEM,female,36,male_range,28,female_range,1,female_range,6,female_range,9,female_range,23,female_range,0,female_range,2,female_range,5,female_range,2,female_range
KU1919_URINARY_TRACT,male,33,male_range,64,female_range,0,female_range,8,female_range,8,female_range,283,female_range,1,female_range,4,female_range,4,female_range,12,female_range
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,62,male_range,39797,high_expression,16832,high_expression,17182,high_expression,0,female_range,66617,high_expression,472,high_expression,4734,high_expression,4793,high_expression,4960,high_expression
KURAMOCHI_OVARY,female,48,male_range,6,female_range,4,female_range,5,female_range,0,female_range,38,female_range,0,female_range,4,female_range,11,female_range,0,female_range
KYM1_SOFT_TISSUE,NA,44,male_range,19,female_range,10,female_range,9,female_range,2,female_range,22,female_range,0,female_range,8,female_range,3,female_range,10,female_range
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,58,male_range,32,female_range,14,female_range,24,female_range,7,female_range,189,female_range,0,female_range,11,female_range,10,female_range,0,female_range
KYSE140_OESOPHAGUS,male,34,male_range,13,female_range,2,female_range,17,female_range,3,female_range,36,female_range,0,female_range,5,female_range,0,female_range,1,female_range
KYSE150_OESOPHAGUS,female,170,male_range,19,female_range,5,female_range,10,female_range,0,female_range,50,female_range,0,female_range,3,female_range,6,female_range,2,female_range
KYSE180_OESOPHAGUS,male,70,male_range,24,female_range,18,female_range,12,female_range,2,female_range,20,female_range,0,female_range,4,female_range,6,female_range,0,female_range
KYSE270_OESOPHAGUS,male,28,male_range,10487,high_expression,1470,high_expression,4599,high_expression,665,high_expression,14956,high_expression,101,high_expression,1866,high_expression,1285,high_expression,981,high_expression
KYSE30_OESOPHAGUS,male,19,male_range,73,female_range,29,female_range,55,female_range,13,female_range,102,female_range,0,female_range,21,female_range,5,female_range,12,female_range
KYSE410_OESOPHAGUS,male,9,male_range,7,female_range,8,female_range,12,female_range,9,female_range,30,female_range,2,female_range,2,female_range,4,female_range,0,female_range
KYSE450_OESOPHAGUS,male,44,male_range,11,female_range,6,female_range,7,female_range,0,female_range,23,female_range,0,female_range,9,female_range,4,female_range,4,female_range
KYSE510_OESOPHAGUS,female,64,male_range,17,female_range,0,female_range,9,female_range,1,female_range,41,female_range,0,female_range,0,female_range,1,female_range,0,female_range
KYSE520_OESOPHAGUS,female,49,male_range,6,female_range,5,female_range,8,female_range,2,female_range,34,female_range,0,female_range,3,female_range,2,female_range,10,female_range
KYSE70_OESOPHAGUS,male,48,male_range,15,female_range,2,female_range,4,female_range,2,female_range,39,female_range,0,female_range,5,female_range,1,female_range,6,female_range
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,63,male_range,26,female_range,7,female_range,7,female_range,0,female_range,11809,high_expression,0,female_range,8,female_range,1,female_range,1739,high_expression
L33_PANCREAS,NA,31,male_range,18,female_range,4,female_range,0,female_range,2,female_range,21,female_range,0,female_range,0,female_range,2,female_range,2,female_range
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,48,male_range,7,female_range,6,female_range,10,female_range,0,female_range,39,female_range,0,female_range,2,female_range,0,female_range,2,female_range
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,45790,high_expression,20,female_range,0,female_range,4,female_range,0,female_range,67,female_range,0,female_range,7,female_range,2,female_range,7,female_range
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,60189,high_expression,14,female_range,6,female_range,2,female_range,2,female_range,25,female_range,0,female_range,5,female_range,0,female_range,4,female_range
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,58850,high_expression,12,female_range,3,female_range,7,female_range,0,female_range,36,female_range,0,female_range,5,female_range,0,female_range,0,female_range
LC1F_LUNG,male,53,male_range,24,female_range,5,female_range,6,female_range,2,female_range,37,female_range,0,female_range,8,female_range,4,female_range,0,female_range
LCLC103H_LUNG,male,55,male_range,5728,high_expression,1634,high_expression,1650,high_expression,20,female_range,17230,high_expression,34,high_expression,1815,high_expression,981,high_expression,583,high_expression
LCLC97TM1_LUNG,male,41,male_range,16,female_range,1,female_range,8,female_range,0,female_range,113134,high_expression,2,female_range,3,female_range,3,female_range,2655,high_expression
LI7_LIVER,NA,62,male_range,23,female_range,12,female_range,6,female_range,0,female_range,31,female_range,1,female_range,6,female_range,0,female_range,6,female_range
LK2_LUNG,NA,41,male_range,13,female_range,1,female_range,4,female_range,2,female_range,36,female_range,0,female_range,9,female_range,1,female_range,3,female_range
LMSU_STOMACH,NA,40,male_range,41,female_range,29,female_range,23,female_range,0,female_range,118,female_range,0,female_range,71,intermediate_expression,5,female_range,4,female_range
LN18_CENTRAL_NERVOUS_SYSTEM,male,85,male_range,17406,high_expression,2025,high_expression,4608,high_expression,11,female_range,27361,high_expression,144,high_expression,4212,high_expression,1913,high_expression,1828,high_expression
LN215_CENTRAL_NERVOUS_SYSTEM,NA,28176,high_expression,13,female_range,18,female_range,12,female_range,8,female_range,55,female_range,2,female_range,4,female_range,2,female_range,6,female_range
LN229_CENTRAL_NERVOUS_SYSTEM,female,28437,high_expression,23,female_range,4,female_range,5,female_range,5,female_range,24,female_range,2,female_range,5,female_range,7,female_range,4,female_range
LN235_CENTRAL_NERVOUS_SYSTEM,male,27,male_range,23982,high_expression,5734,high_expression,6199,high_expression,3768,high_expression,27437,high_expression,120,high_expression,6766,high_expression,3002,high_expression,2869,high_expression
LN319_CENTRAL_NERVOUS_SYSTEM,male,10,male_range,7220,high_expression,1671,high_expression,3531,high_expression,1235,high_expression,11398,high_expression,146,high_expression,3647,high_expression,1175,high_expression,774,high_expression
LN340_CENTRAL_NERVOUS_SYSTEM,male,159,male_range,15488,high_expression,4598,high_expression,5428,high_expression,2352,high_expression,34838,high_expression,105,high_expression,7537,high_expression,2736,high_expression,1966,high_expression
LN382_CENTRAL_NERVOUS_SYSTEM,male,18,male_range,9,female_range,4,female_range,6,female_range,2,female_range,28,female_range,0,female_range,8,female_range,5,female_range,0,female_range
LN428_CENTRAL_NERVOUS_SYSTEM,male,27,male_range,23524,high_expression,3089,high_expression,8322,high_expression,1403,high_expression,42154,high_expression,177,high_expression,3951,high_expression,3211,high_expression,2110,high_expression
LN443_CENTRAL_NERVOUS_SYSTEM,male,68,male_range,15,female_range,2,female_range,6,female_range,14,female_range,26,female_range,0,female_range,1,female_range,4,female_range,1,female_range
LN464_CENTRAL_NERVOUS_SYSTEM,male,24,male_range,14,female_range,4,female_range,5,female_range,0,female_range,14,female_range,2,female_range,5,female_range,2,female_range,2,female_range
LNCAPCLONEFGC_PROSTATE,male,75,male_range,18038,high_expression,4900,high_expression,5377,high_expression,1057,high_expression,47351,high_expression,0,female_range,46329,high_expression,1759,high_expression,2885,high_expression
LNZ308_CENTRAL_NERVOUS_SYSTEM,female,31,male_range,597,intermediate_expression,157,intermediate_expression,204,intermediate_expression,53,female_range,1065,intermediate_expression,7,female_range,214,high_expression,75,intermediate_expression,98,intermediate_expression
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,33,male_range,13,female_range,6,female_range,4,female_range,5,female_range,19,female_range,0,female_range,6,female_range,2,female_range,7,female_range
LOUNH91_LUNG,female,81328,high_expression,18,female_range,4,female_range,6,female_range,0,female_range,32,female_range,1,female_range,2,female_range,4,female_range,2,female_range
LOVO_LARGE_INTESTINE,male,43,male_range,10700,high_expression,4973,high_expression,11847,high_expression,5,female_range,42168,high_expression,1252,high_expression,2838,high_expression,2256,high_expression,2431,high_expression
LOXIMVI_SKIN,male,21,male_range,28,female_range,4,female_range,8,female_range,0,female_range,27,female_range,0,female_range,8,female_range,2,female_range,6,female_range
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,31,male_range,7,female_range,7,female_range,3,female_range,4,female_range,28,female_range,0,female_range,4,female_range,7,female_range,11,female_range
LS1034_LARGE_INTESTINE,male,48,male_range,9525,high_expression,4796,high_expression,5354,high_expression,2,female_range,20596,high_expression,1288,high_expression,594,high_expression,3318,high_expression,2872,high_expression
LS123_LARGE_INTESTINE,female,31316,high_expression,15,female_range,4,female_range,12,female_range,1,female_range,31,female_range,0,female_range,11,female_range,2,female_range,0,female_range
LS180_LARGE_INTESTINE,female,16,male_range,9,female_range,6,female_range,15,female_range,0,female_range,19,female_range,0,female_range,0,female_range,0,female_range,2,female_range
LS411N_LARGE_INTESTINE,male,44,male_range,10,female_range,3,female_range,10,female_range,2,female_range,28,female_range,1,female_range,2,female_range,5,female_range,3,female_range
LS513_LARGE_INTESTINE,male,32,male_range,8808,high_expression,3832,high_expression,4488,high_expression,3,female_range,49367,high_expression,235,high_expression,1423,high_expression,1920,high_expression,2130,high_expression
LU65_LUNG,male,38,male_range,17,female_range,1,female_range,6,female_range,0,female_range,27,female_range,0,female_range,4,female_range,4,female_range,2,female_range
LU99_LUNG,male,27,male_range,15,female_range,2,female_range,7,female_range,0,female_range,15,female_range,0,female_range,12,female_range,0,female_range,8,female_range
